31.94128461790404,-60.772694628323634,-3.5492374285644246;31.113150785759245,4.7044565982289335,-10.790793391559601;-8.23770239180119,7.902186387905898,-19.80499112751938;10.827764845193684,-6.789133238934304,16.434083182139275;3.8740743561351336,1.8337037639317444,-13.831523090109172;-2.9355834941499257,0.8232442686042112,-12.595429658403177;-1.9362889900367615,2.9834573333000614,2.3946272223329004;-0.5870448578000165,8.051034913218551,-14.99347512208157;-1.300570160737054,0.49998545726553456,-5.990122241590349;-5.328056949481049,0.07324304498298284,-3.365339533526722;-5.097538223234685,17.367301123232203,-11.064828062337686;-3.992899694328063,0.351548474941054,-6.965280662665592;-1.2948220348097066,-3.291944961900459,-10.017133473678442;-23.309600830078125,17.705230712890625,-5.847499847412109;10.803221515956524,9.171584792571055,5.589113804967546;-5.042733923747065,4.947143434375062,-13.653966668302722;-0.18603033722087114,-5.622569283677703,-5.898020224374093;
32.16054210692847,-60.790104000585636,-4.13818073501707;31.084623096809786,4.383631467191185,-10.956493632953148;-8.37898256249024,7.9505662259616425,-17.628994180174267;10.840872210857153,-6.7853799910359545,16.598073534563316;3.9003301463070637,1.6918562299351745,-14.943627735153058;-2.936983623274371,0.8235393056198547,-11.911249524585074;-1.9289119521310996,2.9837665814449643,2.044668083833429;-0.5791762860804797,8.217215911367282,-15.050913134619677;-1.3011179210865367,0.5000349264735993,-6.247994254155763;-5.338980213154806,0.07375574971972343,-3.4775530995794384;-5.088635873316319,17.4495995714638,-11.419869964836089;-3.992107241110808,0.3513602439487914,-6.926939039919731;-1.3018476633934366,-3.2907979195967494,-10.110184568768776;-23.309600830078125,17.705230712890625,-5.847499847412109;10.783195169620129,8.924009253273777,5.057480863820128;-4.997831138384218,4.936623362960716,-12.629566602046424;-0.17128482228402953,-5.624064855574475,-5.575287700018265;
32.17493936343455,-60.791326110731205,-4.176797828824597;31.030964196779586,3.803512251479754,-11.255753868837303;-8.34862794563059,7.940693199566734,-18.09401123314538;10.823897460596472,-6.790384446948102,16.385736519738114;3.9256948485360086,1.5616612862179657,-16.01139400150749;-2.936901882391245,0.8235213024872128,-11.951785566401782;-1.9160989471322076,2.9841422358273118,1.437761178191792;-0.5702837432362501,8.309987664366876,-15.943320318523398;-1.3025008166547365,0.500198174634323,-6.912474597847449;-5.3741560379262605,0.07610513750909975,-3.8399319901912925;-5.088289607874441,17.415261212084516,-11.742542752527747;-4.004361451859376,0.35297664975759035,-7.484364253570114;-1.317917148135652,-3.2878866010975805,-10.324730326936262;-23.309600830078125,17.705230712890625,-5.847499847412109;10.71200723262173,8.94913370110488,3.5807169739896842;-4.979476675311877,4.932557339698728,-12.212345859929826;-0.16878350475270032,-5.6242988662837,-5.520171180829799;
32.181262527072384,-60.79201959923642,-4.193934134726341;31.104740638453524,4.6088620155066184,-10.840159693427129;-8.355110354129508,7.942821900964926,-17.994851998966425;10.897737917379622,-6.767421124373921,17.311380265830685;3.926573201349595,1.7959104016313336,-15.613078522581958;-2.9385769147071685,0.8238639545105018,-11.096924503451902;-1.9040860280777183,2.9843584858379995,0.8669190711414814;-0.5740306529494975,8.306099645642009,-15.269700284474393;-1.302089364908643,0.5001573693685375,-6.729318493583861;-5.380823202107024,0.07667218690471844,-3.909170779990788;-5.088409408908256,17.388724639375713,-11.947417283712007;-3.9988756714509446,0.352369527662058,-7.236097509951421;-1.3357673151080842,-3.284525753107187,-10.562323667011;-23.309600830078125,17.705230712890625,-5.847499847412109;10.71165933366964,8.585377256331789,3.41884407865874;-5.001864738337951,4.937530317319847,-12.72135595653532;-0.1830601333183537,-5.622903202400336,-5.834238524685386;
32.1683778036236,-60.7903931231892,-4.158886855323235;31.101267043523396,4.569384092527489,-10.860578807440502;-8.397985692424399,7.956623076628212,-17.338351618782344;10.957453014803724,-6.748564092785521,18.063188078108837;3.951513864092821,2.0157977954729187,-16.030083606278552;-2.9398145923552934,0.8241162180240067,-10.444702914266614;-1.89378770671413,2.9845349267157495,0.38180955533654526;-0.5613161645249609,8.561351971038501,-15.482588738011977;-1.303055379736936,0.5002642852801895,-7.192504298330611;-5.397157658827116,0.07753507577316698,-4.07614579577502;-5.09837621179494,17.262441227305064,-11.82007267610416;-4.004018915417137,0.3527362188049551,-7.46409164138565;-1.3891787181616242,-3.2744342130308146,-11.274580741911805;-23.309600830078125,17.705230712890625,-5.847499847412109;10.682442387792069,8.644471799870217,2.8311979822351;-5.03411885074347,4.945056339857217,-13.45698074905254;-0.1999488991016085,-5.6211055677570565,-6.204610055385974;
34.649113315049746,-61.19565955743625,-10.990527779012087;30.94920350401605,2.9690455494661094,-11.685449748329946;-8.322374193247043,7.93186561213968,-18.497725560115903;10.731429832916097,-6.817347679091908,15.233389073676753;4.658108387813251,2.667517578011786,-40.01897252308842;-2.8747223950300165,0.7853302721025646,-48.950615236340894;-1.5035142152519445,2.917835313177084,-18.463880820798607;-0.41586106763256214,8.760491745810185,-44.20550816808928;-1.3734565585208367,0.5371161558193519,-46.331686900530556;-6.6927255588736365,0.3382586063057418,-17.70755132498346;-5.021010690375716,16.64294336574518,-26.25241707472628;-4.419943090133854,0.48759879343897095,-27.20502545517519;-2.1285711546759214,-3.0525042119780728,-21.411890245019727;-23.309600830078125,17.705230712890625,-5.847499847412109;10.732306052245791,7.789310522155435,3.538840657809196;-5.028814987633745,4.943764032632635,-13.335630999687702;-0.19484933729418386,-5.621642127015371,-6.092980712493194;
42.4171040219965,-65.51908379256207,-36.216728171811276;30.280896000860757,-2.464434864685632,-14.454039201838398;-6.968542993887973,7.144518706757221,-41.41665983506695;7.504153431578098,-6.561197795407908,-24.16591776108657;5.197996583753519,5.460827596801507,-58.007489723453645;-2.846478957682861,0.6926724895572647,-98.73574854571291;-1.0362562299246016,2.636820506442486,-44.51991020054782;-0.27341261933740535,10.282262572610286,-66.03734619843468;-1.4036829676594134,0.6482827894594203,-104.40840882854965;-9.231373011198922,2.0335634498330606,-49.61554792821975;-4.913280283248161,14.381314384139772,-68.52566051010852;-5.097043704265449,1.8283498669077838,-99.29756254346572;-4.080144377039012,-1.5395385935119812,-54.293946085510186;-23.309600830078125,17.705230712890625,-5.847499847412109;10.040182086261673,1.3199081778630073,-11.948165853043971;-5.207334339436637,4.9933283082067055,-17.448492072720704;-0.2898176107720507,-5.609701886083673,-8.184586652786201;
41.781482626546335,-64.91870976941843,-33.76724156743367;30.5077138793324,-0.8230204232809335,-13.623629865410154;-6.855772823017022,7.040403040249018,-43.64337868630497;6.807433820936562,-6.173741450045323,-33.63410342099028;5.2575670195640685,7.4300975830564155,-55.929448083185264;-2.8505649335260337,0.6753342190829796,-107.53530224515168;-0.9041506271799487,2.482308541644855,-54.13997440206752;-0.27435660513791704,10.115297937806494,-68.93822001339566;-1.403700616736554,0.6480039777794286,-104.25139721606052;-9.698094279110958,2.6788597599166915,-57.826413197739704;-4.91273194897883,14.207115205157674,-71.97152651184079;-5.095880350139876,1.8359343383507027,-99.63632450177718;-4.189545113785311,-1.3791623602553649,-56.843484175769866;-23.309600830078125,17.705230712890625,-5.847499847412109;10.005647383196395,3.4299593043812595,-12.683441185863632;-4.921284637560385,4.920640259930703,-10.894873678958554;-0.10425990947152619,-5.629696056329215,-4.1061118705011275;
41.67717358400734,-64.82609314639096,-33.37556384450596;30.375497938689424,-1.7983333263000745,-14.117714996949626;-7.05454540177254,7.218928194499797,-39.766856938302006;6.15750033642883,-5.652688028450856,-43.50939610389325;5.247411987820739,6.154053663891167,-58.836700737593695;-2.8508038700187583,0.6745094617112619,-107.96818099490667;-0.7488310038565216,2.191450366488289,-69.78387792118096;-0.2748274588716253,9.975421682480405,-71.81212673193158;-1.4037184997873366,0.6479791996054259,-104.24390529833627;-9.762741052446266,2.785274137164687,-59.1095158954419;-4.878687346175111,14.645570836507105,-73.59894551488563;-5.094752463691017,1.8422755855357602,-99.926004982765;-4.212482724871751,-1.3437910710579832,-57.39756999648074;-23.309600830078125,17.705230712890625,-5.847499847412109;9.899837176992923,4.776127950312679,-14.795753565847537;-4.850875168804976,4.908035424941919,-9.306972624550582;-0.01940321106500842,-5.634394018792803,-2.2489639207518017;
41.670639006768646,-64.82008438629124,-33.35073708156773;30.233272612886935,-2.7911979701490743,-14.618753700434201;-7.134185670165076,7.283916125642079,-38.275508279665445;6.136802404285864,-5.632332176925476,-43.85131448245727;5.222569955749516,5.477859075772008,-59.35933989118283;-2.850884390094151,0.674231207588306,-108.1204409612086;-0.75038667019331,2.195933974862757,-69.56196199750707;-0.2771330685589797,9.951116626177306,-71.22328490204372;-1.4036970297431866,0.648205820336551,-104.3634621770489;-9.71984295659161,2.713191648168934,-58.24676211563884;-4.878385349552859,14.658309790365738,-73.40568773578958;-5.093602413400528,1.8493008983061872,-100.25002291071519;-4.211705602274652,-1.3452096292884002,-57.37737500473472;-23.309600830078125,17.705230712890625,-5.847499847412109;9.829397771492017,6.024124255403626,-16.063577618259266;-4.797370664533609,4.899807325706675,-8.106878782109568;0.06195784531230086,-5.636411339248695,-0.4702477294390519;
41.39811485940277,-64.58532578878686,-32.3398074475281;30.10130729305984,-3.666634818148097,-15.058717884130571;-7.243550607682784,7.3678736097863,-36.27379190989187;6.219856460765882,-5.711309568762024,-42.49694361012635;5.183128675506794,4.54705420458853,-59.842983302031094;-2.8508096244836048,0.6746449960862939,-107.8958240244252;-0.7387046478293793,2.162649351591646,-71.22739919308822;-0.28009215439979124,9.874171641760958,-71.50319194333815;-1.4027898469480335,0.651277981657666,-105.88287106331701;-9.730607150040582,2.731647622032086,-58.4654176770469;-4.861801068843516,14.909156163946403,-73.36085595444663;-5.084165227622466,1.8960674430266387,-102.37977841931354;-4.251529639381658,-1.2813214961818593,-58.36502348518853;-23.309600830078125,17.705230712890625,-5.847499847412109;9.888609338809244,5.5924546269900794,-14.881784822825214;-4.8088083554790675,4.901465747166744,-8.36213053016214;0.05671668002365848,-5.63629225472287,-0.5848893830203181;
41.28533295737918,-64.49095172992875,-31.92622646457152;30.03254563297372,-4.107235804367765,-15.27945241346852;-7.210984301307702,7.343512951016322,-36.86428472009155;6.201363101573741,-5.694089934495309,-42.795642624698424;5.145086989352764,3.397728659453202,-61.15818068995145;-2.8508263321775558,0.6744866282624375,-107.97905157342886;-0.7504708885230704,2.19579996097446,-69.56385515719661;-0.29574802964629704,9.50418874328605,-72.14206322072626;-1.4029737558069155,0.6507294791301926,-105.6101317921495;-9.69721309354333,2.677031093369793,-57.80609293844472;-4.875268886627973,14.694303786198642,-73.66383144901705;-5.086050132975038,1.8875284490543023,-101.98899235017274;-4.231017871790036,-1.314259962685815,-57.85529887815488;-23.309600830078125,17.705230712890625,-5.847499847412109;9.915143386630461,5.594117374881015,-14.308696572887754;-4.847238859190124,4.907440512493703,-9.226222274526492;0.06070289092939052,-5.636394949300883,-0.4978031799981224;
41.114722879516286,-64.35089878480346,-31.305230099731112;30.12520251499096,-3.51045722473177,-14.980318410944584;-7.195705787060024,7.331896671170193,-37.14278149215639;6.195874256116708,-5.688546131150791,-42.88625704198559;5.188498597017514,4.101923526973191,-61.54227178597272;-2.8508819961118377,0.6741504460280323,-108.16357361935769;-0.7447828196860774,2.180560003982916,-70.33677227932509;-0.2914611032956034,9.574641786654363,-72.72301198606553;-1.4030138195755195,0.6505919181701335,-105.5502311479068;-9.699343732467788,2.6797889636484236,-57.84340320859542;-4.888650890065539,14.48939057022319,-73.7215114972191;-5.087978873743461,1.8791541018992377,-101.61342634604895;-4.263773293452266,-1.2618057201601,-58.669256355255314;-23.309600830078125,17.705230712890625,-5.847499847412109;9.915496411403565,5.478363119375585,-14.326319352031277;-4.882297853121562,4.913417286141654,-10.015643516411373;0.06754433711993912,-5.636410533222965,-0.3481808668246984;
41.1673745478542,-64.3941579581841,-31.496863209711563;30.10554819737067,-3.6393079954821914,-15.045026202818649;-7.21766864173608,7.348575506954161,-36.742207254909324;6.191872207625968,-5.685197437954737,-42.94947876204063;5.180584082756829,4.152099778791258,-60.910679125561266;-2.8509097230675318,0.6741858168387993,-108.13465260179295;-0.742948811424832,2.1750017643804185,-70.60913783932428;-0.28384154069644435,9.773545790730813,-71.95203720894534;-1.4029265150002121,0.6509397624585442,-105.71413313450664;-9.728818997662326,2.728713660890384,-58.430025162751534;-4.869063827655719,14.80816857119198,-73.19734599470578;-5.086879973305892,1.8830982572704764,-101.78518064604472;-4.27534044408247,-1.2419485133066306,-58.969210078185704;-23.309600830078125,17.705230712890625,-5.847499847412109;9.913218104746072,5.740973002488317,-14.317047727993469;-4.927070164260877,4.921742196090281,-11.02532827158069;0.06305087415359445,-5.636395157916221,-0.4464976099857836;
41.06629601909296,-64.31282207001618,-31.131493331693964;30.113813309092173,-3.585858203972398,-15.018205860741707;-7.255901083892318,7.376969764906142,-36.05102944846111;6.189573319984269,-5.683165048831955,-42.98630905367802;5.1845761235365995,3.969556378589873,-61.738998086421056;-2.850835350175085,0.6745073295185199,-107.96369469616434;-0.7494129045012088,2.19283888743192,-69.7101782270813;-0.2720655749592206,10.003118357979409,-72.62436151552669;-1.4030835664683499,0.6502815962436355,-105.38305683673866;-9.673958439798604,2.640232048630241,-57.35712367561902;-4.8736400203289305,14.689620653097972,-74.31934185022111;-5.086457250741942,1.8845979317131931,-101.85045231726721;-4.23479354144447,-1.3079865719332613,-57.95076931822672;-23.309600830078125,17.705230712890625,-5.847499847412109;9.9082624201352,5.585055635797632,-14.458559726835666;-4.932495199924238,4.922804150058349,-11.1480662998311;0.07719192995514979,-5.636394666497409,-0.13754949078329304;
41.09699680478672,-64.33543818534214,-31.23947634035696;30.03406335534988,-4.096036795405601,-15.273752192438847;-7.295701981092218,7.4057818163833256,-35.33759364247232;6.176773132705627,-5.6704317087008365,-43.19693322568106;5.193811693495506,4.428970224988376,-60.81751985645577;-2.85067458549721,0.6746204329031561,-107.93420460000254;-0.7466359881983429,2.1864964475499975,-70.04894789808486;-0.2672275644804549,10.155771546541487,-71.46216148877089;-1.4025131694069006,0.6525487353280579,-106.54132718110347;-9.691358526477446,2.665765177202233,-57.67928471723573;-4.850474373618779,15.138088398736832,-72.02930543469927;-5.082052938126129,1.9089217461621029,-102.99304535768134;-4.252517936379854,-1.2813702087546794,-58.37592535155217;-23.309600830078125,17.705230712890625,-5.847499847412109;9.90454639661323,5.244145958657477,-14.612184980559462;-4.966190899222829,4.929736949849273,-11.911884243243918;0.06866256392404146,-5.636408533484565,-0.32381563147806247;
34.09834878802293,-61.10027326141566,-9.472470888699899;28.621874137155412,-11.52183142615207,-18.909553437271896;-8.351895067773576,7.936984144890169,-18.0660692218554;8.155930297892667,-6.781444144213353,-15.973852047507743;3.3851936961284683,-1.8166598679391681,-4.910279197863183;-2.926427567396833,0.8191443659638298,-17.636782010719983;-1.609750534375996,2.944817729051967,-13.274009622447153;-0.8230079615973677,5.361902206598771,6.2723517426633535;-1.316744254922407,0.5046145107675106,-14.170777584286213;-6.261999107339212,0.23550802664907566,-13.154589705424463;-5.336216413550259,15.802218398847476,4.003881606401215;-4.070461808281827,0.3752804730052306,-10.653029581018558;-1.3382579443507963,-3.2645081883215354,-10.65817300240262;-23.309600830078125,17.705230712890625,-5.847499847412109;10.063247027576121,14.888592253368941,-6.10809213613549;-4.933480966691147,4.923052465100251,-11.170395161488443;0.0459478754527578,-5.636210160893385,-0.8201623682574422;
32.7194338768638,-60.847141240070044,-5.648250436575928;30.47132115159332,-1.0841952237786021,-13.755669909202346;-8.779700055419354,8.05610565081007,-11.581753025325604;9.994656352390919,-6.959071248808743,6.243908729182447;3.622478303095047,-0.45311136338605795,-9.894260165496547;-2.927631440902152,0.8211310848546801,-16.69755365116231;-1.6639861809874374,2.9639377144770314,-10.548241228902128;-0.712872817753021,5.995267303740109,-8.830685227924555;-1.309955883260232,0.5013713845724919,-10.559954159077236;-5.680256785356091,0.10562466131743742,-7.00019075609729;-5.1892200105677855,16.036845278559678,-11.124395957882768;-4.069885697902174,0.3636568021840425,-10.473606187191919;-1.2256002279232376,-3.303364165117263,-9.098722121883519;-23.309600830078125,17.705230712890625,-5.847499847412109;10.268555552621125,15.782434766110857,-1.1533096037522341;-4.860783430793225,4.909690314250625,-9.530853917342156;0.029167953860860685,-5.635864455374357,-1.1868619418330084;
32.92474438874697,-60.87189074020781,-6.205654173405126;30.60928079749762,-0.031729281040300705,-13.221279167343248;-8.660079140062173,8.029379992140676,-13.370654115654972;10.35379163863782,-6.905101830508799,10.58942106032196;3.6992709003971207,-0.8520557922671861,-13.119368505112718;-2.9344399040054423,0.8230016604637054,-13.170567568954752;-1.7498525278113557,2.976976173748324,-6.438521780181418;-0.6922061280296319,5.956110988039791,-12.988068210121035;-1.3021911353484712,0.5001471723498391,-6.775696803051503;-5.47123706088448,0.08321352410062444,-4.83857435217881;-5.099352682654671,16.947731390232274,-14.270410785643293;-4.024419066799318,0.3554966193424831,-8.37853832015756;-1.1292448774651005,-3.3182643259529856,-7.818793324470612;-23.309600830078125,17.705230712890625,-5.847499847412109;10.308218457150428,15.263579938248503,-0.7748670567973619;-4.915213332519437,4.919486259131282,-10.757938220708397;-0.06160453656098719,-5.632455037995592,-3.17147787872743;
33.45032516152524,-60.948448758864856,-7.644074535180884;30.803247170463855,1.6043487334228992,-12.385731902136788;-8.530364165221277,7.995842335097955,-15.324780597631282;10.463035020596426,-6.882986997537907,11.923522452314973;3.701164318177262,-0.6179754081469016,-12.740963290912035;-2.9360583506799656,0.8233463693664167,-12.35714760845012;-1.7868831751452856,2.9804708361956522,-4.678051539141819;-0.694780132108328,5.864580587169924,-13.276725701278252;-1.2991453100293147,0.4998463655656585,-5.317024325373296;-5.388838929902013,0.07714681765616094,-3.9910280100330056;-5.141060382719388,16.319670608649485,-14.47586244428215;-3.999511794502488,0.35237872925387426,-7.265433715508394;-1.1115852515490552,-3.3203722269270193,-7.58732555673015;-23.309600830078125,17.705230712890625,-5.847499847412109;10.373193593993435,14.005360194579815,-0.43718788316228085;-4.914257581344522,4.9192682679109385,-10.73561738512332;-0.09396104678787665,-5.630423205691203,-3.8798581312721723;
34.4736410423595,-61.14535277325108,-10.487304970261306;30.408806375974134,-1.5562173925889429,-13.995220497359533;-8.40012289521892,7.957304104190433,-17.305317235738922;10.221983742979893,-6.928195502245929,8.988191060076868;3.83214504047814,-0.20452434331920077,-16.2299724468877;-2.9319855676337037,0.8223682904447197,-14.434877972994983;-1.7996932146135365,2.9814038059976364,-4.075063455020398;-0.6429078792380563,6.461137740342411,-18.008729728885534;-1.3031619420360516,0.5002879103098532,-7.238803385401681;-5.463043585572411,0.08292723268525837,-4.75531959782694;-5.101984094327768,16.664091878485152,-16.27479016290053;-4.022219428072221,0.3555757467526095,-8.296868366914495;-1.1661672509676246,-3.3126698724773744,-8.310035529619185;-23.309600830078125,17.705230712890625,-5.847499847412109;10.190615797113349,13.59277267981928,-4.569781575723333;-4.972846742458074,4.931101653379529,-12.0618824298339;-0.09761221078883908,-5.630181049254082,-3.9600109337069256;
34.311725388521495,-61.10965703235417,-10.033032524240383;30.558203226853525,-0.4346493475683282,-13.426298285178028;-8.398089211979308,7.956653617820263,-17.336935287338726;10.062999837113836,-6.950971763822814,7.0668552326438565;3.8516035836237545,-0.1339843960867464,-16.734236029974028;-2.9331418936261384,0.8226707436012112,-13.853267187887354;-1.8271626331717803,2.9831647462898876,-2.7685594627576506;-0.6297615299250038,6.679206766234074,-18.643565756439273;-1.302234781789213,0.5001618227233349,-6.788734432749976;-5.477233153006236,0.083905262255481,-4.900981820242883;-5.084473115544854,16.82863535164089,-16.99463684883564;-4.0159774529903265,0.354435513202483,-8.003619604804584;-1.1858690142993953,-3.3099604804387956,-8.569537189523459;-23.309600830078125,17.705230712890625,-5.847499847412109;10.243463397534779,13.508232792621783,-3.52404673382685;-4.991561658506265,4.935258231401033,-12.48827680239367;-0.09338212527970358,-5.6304904375480085,-3.8672131037551907;
34.76790729722735,-61.21428491100224,-11.316751434989897;30.361748052317797,-1.8972069512358551,-14.167743951958174;-8.467943249375754,7.9779740286147405,-16.272127220882332;9.949268270618127,-6.963915432288491,5.698050399189647;3.8932831086850306,0.1305415766605531,-17.60705221712957;-2.9322760150768987,0.82244119557982,-14.305164284090154;-1.8376471152509506,2.983570260224061,-2.273917323885314;-0.6063590781354489,7.119577354592477,-19.324623091108045;-1.3024698299921929,0.5001987779297181,-6.915470844874193;-5.466054495456522,0.0830606117676278,-4.786261457766919;-5.075483775315099,16.927945860164954,-17.236276851940225;-4.006410325700012,0.3532407095296537,-7.575123888297824;-1.180611343501381,-3.3106626378894943,-8.500410961055557;-23.309600830078125,17.705230712890625,-5.847499847412109;10.218668673459163,13.476529524451552,-4.067394483807625;-5.006937474244665,4.938693617622125,-12.836753298301062;-0.07420181453427643,-5.631703723937687,-3.4473301570990458;
34.990732306369836,-61.2701161985632,-11.948720234725187;30.233864041690445,-2.787229571660383,-14.616763361344464;-8.49312383397598,7.985306700342246,-15.890037379393686;9.84096165805909,-6.97356797354707,4.398087013996854;3.9355075929753216,0.276740434404676,-18.727534836011127;-2.930063917090625,0.8218512022853521,-15.431481819781993;-1.8409676699792952,2.9836503729114106,-2.1180354970670123;-0.5694489742245465,7.701668299933421,-21.367545935174036;-1.3051175007860667,0.5005554448425344,-8.207308575697638;-5.464775722122841,0.0830276403246768,-4.773721749237822;-5.049949064100345,17.19670666129634,-18.037841961149844;-4.016788160483733,0.35475490891977146,-8.049468871466317;-1.2059711104011637,-3.3066607687862017,-8.837109728353866;-23.309600830078125,17.705230712890625,-5.847499847412109;10.199497126597423,13.13972049784472,-4.71441228403981;-5.07696425941024,4.955707366812333,-14.436747211050786;-0.07313289187345617,-5.631752694924019,-3.424432710619314;
35.0334592810042,-61.2810604359755,-12.070036346064885;30.154000059319,-3.3215438888681597,-14.885463995766335;-8.50635705072799,7.989104661617453,-15.689165957262134;9.7577268142514,-6.979331146998588,3.4008127588778514;3.9418943901323282,0.17838946311088755,-19.125700022269974;-2.9312309965503465,0.8221806702811341,-14.826514237695363;-1.8573883948298382,2.984230047221635,-1.3399233364825562;-0.5482541109491758,8.189017841015175,-21.1989840283466;-1.3038853599532108,0.5003740714219022,-7.589961600349014;-5.419581857785034,0.07929315507607626,-4.307034012713267;-5.04409404139219,17.29844424947,-17.881993171331217;-4.00368566874942,0.3528124665422614,-7.448730911122809;-1.198964681566566,-3.3078912617533547,-8.743681587140799;-23.309600830078125,17.705230712890625,-5.847499847412109;10.188425632499714,12.973615562824579,-5.064525319284627;-5.062714778743919,4.952145382062006,-14.111187476248574;-0.0490156276162772,-5.633075635671561,-2.895574909884303;
35.11313713380561,-61.30227294260783,-12.297321717496114;30.42580122318719,-1.4335447685092717,-13.93311213883285;-8.563182009050701,8.004763571516113,-14.829171436727052;9.795622921265073,-6.97692788606455,3.85467167516914;3.974220518365507,0.5056544172086888,-19.580314507245493;-2.932076861448153,0.8223942962639113,-14.400632106977184;-1.8671312195584644,2.9843906822578754,-0.8775749246751303;-0.5277425099594532,8.522987721812807,-22.245855783969546;-1.305263657431805,0.5005683841403737,-8.261262145423288;-5.4044507717768315,0.07821485569063036,-4.151675225147187;-5.035527591404214,17.362705929850808,-18.362250367504657;-4.015782097019316,0.3545155391188284,-8.00039568123077;-1.2322320364030732,-3.302620718201086,-9.184834869593374;-23.309600830078125,17.705230712890625,-5.847499847412109;10.207835771178143,12.234327897717439,-5.160525063393855;-5.060627341854561,4.9515813205399075,-14.062097977830518;-0.03992637415545275,-5.633527540235802,-2.6971283129622066;
34.84869260496796,-61.23405051196733,-11.545452080734453;30.610457075708428,-0.021960905372601758,-13.216292611408573;-8.550674970519847,8.00140791906262,-15.01784382920971;9.873547953630078,-6.970983054131044,4.7888655346582745;3.9880470582171776,0.658038237104754,-19.752971482245087;-2.930236371171262,0.8218948693902532,-15.351841371633554;-1.8507084621532748,2.983977442725986,-1.6565637535134101;-0.5114417746532435,8.765261924501305,-23.285602421429324;-1.3076427182212087,0.5009391359870379,-9.416169734518263;-5.456038534291459,0.08227117445564858,-4.683096456985027;-5.031400545943169,17.291824801857175,-19.451603288599088;-4.03717248635108,0.3577882047482557,-8.973624287238167;-1.269418467681759,-3.296361666728707,-9.679234510863466;-23.309600830078125,17.705230712890625,-5.847499847412109;10.19147653918177,12.075192071052115,-5.608289972564876;-5.117763942638582,4.966587697938324,-15.372530756660552;-0.042696907870498624,-5.633400238425352,-2.7579905461169147;
34.90966969219687,-61.249336345354926,-11.718221007642146;30.551357609322512,-0.4872245848400496,-13.45300300871094;-8.574330121026518,8.007751568763718,-14.660787498970649;9.966352650606785,-6.962164977679248,5.903397389681704;3.9942674024530627,0.6153536202109358,-20.0410746832096;-2.9292828993451154,0.8216393845887655,-15.836695926480147;-1.8485170745349324,2.983979814617467,-1.7585783465819702;-0.4888272532143826,9.129370742427902,-24.47386933068752;-1.3095018926094308,0.5012630158454651,-10.32679781514311;-5.5058926854573755,0.08653195483929066,-5.196989668614435;-5.052008381455551,16.920102318955333,-20.093105548171152;-4.037203522901609,0.3576994229224666,-8.972102062059363;-1.287594185744207,-3.2932833865137807,-9.92064011952052;-23.309600830078125,17.705230712890625,-5.847499847412109;10.215131413176517,11.710438474980416,-5.342775171197019;-5.141216911126862,4.973288759844479,-15.915891778821234;-0.01406653543335512,-5.634598621792658,-2.132191189712401;
34.86571212162033,-61.23826284021616,-11.593582353955735;30.725883561272333,0.9294159868383751,-12.731026605736515;-8.579469860787393,8.009103832380804,-14.583393819177978;10.17150878769194,-6.936025453868749,8.377001978145973;4.004822385941486,0.21641753529282415,-21.15567800039885;-2.9294479203982937,0.8216916593088947,-15.73867826283066;-1.8334414858804995,2.9834074451844605,-2.473467072471209;-0.4785781740911074,9.162201263333444,-26.220939468444413;-1.3131664638050928,0.5019885874990233,-12.117339213992025;-5.583897524006938,0.09422878646490007,-6.002029096197788;-5.102404594982322,16.151772031134275,-20.416449705323856;-4.058095236190999,0.3612067098698275,-9.924120502955503;-1.3725514783269297,-3.277600244385051,-11.052827573826256;-23.309600830078125,17.705230712890625,-5.847499847412109;10.247645192434987,11.825037579489095,-4.588480780586309;-5.15753530810216,4.977999901271996,-16.292560770576955;-0.012226011421735627,-5.634698458128492,-2.0918391047691074;
34.57647038973493,-61.16875937071293,-10.776481203438113;30.947619244565278,2.953866496379229,-11.693200100019359;-8.492214218155631,7.985052219585754,-15.9034748661607;10.102309121164794,-6.945883920082748,7.541046381502273;3.971871706275274,0.026568050506244667,-20.415696712440514;-2.9303926986204756,0.8219406942350558,-15.266918570364481;-1.8247061091880834,2.9829513022327134,-2.887432573746551;-0.49459444440959777,8.911187670695531,-25.296993492898643;-1.3139449260332616,0.5021537404860581,-12.49006599350318;-5.615842934298249,0.09773265412254917,-6.332240431323292;-5.140571963902888,15.686570201698645,-19.64051895126687;-4.053686886422751,0.36049821080778144,-9.725111577944531;-1.383877557197771,-3.2752911160738747,-11.204557255010243;-23.309600830078125,17.705230712890625,-5.847499847412109;10.243865760188681,11.436838319770482,-4.907182594359277;-5.150752624607075,4.975905541235316,-16.132961312820626;-0.009485770015511097,-5.634805458207727,-2.032543534267667;
