32.241011988330925,-60.79725299036966,-4.3548140632941905;31.530981215815807,11.599307777763482,-7.203334519822464;-9.632609533782842,8.13643282829066,0.9654183300585064;10.166248270127518,-6.936772721382494,8.313304775449065;5.21185270839201,3.3616223937776795,-65.59951144001379;-2.8508913696606233,0.6742839204937456,-108.08898688061281;-0.736739067425213,2.1571279184351226,-71.50584284434939;-0.2891884769009942,9.82954215429612,-68.15429624482208;-1.4033087296001594,0.649546230061887,-105.02610116306425;-10.0462217647237,3.3327054875860815,-65.46001338277036;-4.9624338039845,13.479087228153798,-71.29627694475289;-5.075359394013941,1.9344521937037982,-104.15088457552446;-4.588191869907496,-0.6101231587511375,-68.24266653320063;-23.309600830078125,17.705230712890625,-5.847499847412109;8.091565837790386,0.8399012072705387,-65.39254865569569;-6.995208602176276,7.747657298416063,-96.30039717722956;-2.3255653318497025,-4.047908354525979,-66.80014782827132;
32.34110745467176,-60.806247477504954,-4.624193498079276;31.539556982984596,11.86037321700699,-7.066790001973468;-9.606827723240439,8.136835856700088,0.5884571026333774;10.048855898487046,-6.952810744018766,6.896608459072686;5.175152240941412,2.908089623440852,-64.7441301888285;-2.8509147477873746,0.674328566627878,-108.06089069065683;-0.7245264750774216,2.1182756419710422,-73.4306729699961;-0.28649851954093986,9.925905916455415,-67.41232707439244;-1.4030860494466662,0.6501691495054563,-105.32826413097294;-10.073257426617808,3.394368587536719,-66.15209876126703;-4.945842658239868,13.782013483727976,-70.4082654351489;-5.072242516396287,1.9450704917737176,-104.63457350378773;-4.623071163711501,-0.5189799070903143,-69.52482890009122;-23.309600830078125,17.705230712890625,-5.847499847412109;8.129830379739687,1.8502434724339416,-63.96346594464864;-6.994203408610097,7.753351733627892,-96.42424148384174;-2.3653589864743014,-3.9494605301110894,-69.12242214431943;
32.33205800704712,-60.80561095625593,-4.600111902369825;31.46836389796111,10.025351627234226,-8.02576088172119;-9.581126916028959,8.136980308188656,0.2122457574888852;10.067218733779017,-6.950396295079206,7.11766630773022;5.184321984454736,2.8320502831059646,-65.64245605782777;-2.8508953742987924,0.674315231183604,-108.0719132614812;-0.7305365889151121,2.137949421513393,-72.45892318119178;-0.29435901128952013,9.713253057525353,-68.22419059930044;-1.403305503684352,0.6497176358968165,-105.11021232985652;-10.053262551900511,3.348534827306281,-65.6379311123138;-4.952494968211417,13.617270336155265,-71.60878374998504;-5.0756939847749,1.9328519991116064,-104.07577441698234;-4.613227245162614,-0.5456309522079894,-69.15177193000645;-23.309600830078125,17.705230712890625,-5.847499847412109;8.075120786642554,1.366913731081179,-66.44805879344061;-6.999067420139385,7.708868440816915,-95.43643930061;-2.3527654742009583,-3.981924069277553,-68.36131453655987;
32.401176458948555,-60.81245159010588,-4.786738154875782;31.55682305125712,12.467825779230031,-6.748897641622175;-9.544212712830742,8.136931275188106,-0.32790437650021786;10.127199187624802,-6.942385179164769,7.841335960962573;5.190997121197512,2.8286864560796516,-66.1179669561239;-2.8508834539039567,0.6742947683764176,-108.08488449693851;-0.7302822407275795,2.1373290651688412,-72.48982008997056;-0.31562903505252893,9.247554996072216,-68.1802055223411;-1.4033453446295585,0.6495226653614856,-105.01801339567137;-10.07326596092145,3.3938477280148387,-66.14745158244249;-4.96637972276537,13.468334177527444,-70.32899960048687;-5.076366904684392,1.930818532293547,-103.98586818866917;-4.617412498270504,-0.5343877796155718,-69.30888303136501;-23.309600830078125,17.705230712890625,-5.847499847412109;8.126759445917637,1.7041205399049542,-64.04703339088152;-7.001795972829733,7.679134073988612,-94.77563541245019;-2.366666369294057,-3.94593808855858,-69.20490902660039;
32.81282795157081,-60.85775024272018,-5.901266041797419;31.47149100693631,10.091788067607268,-7.991098338349128;-9.576619840159841,8.13703234718332,0.1461964886584397;10.109303294716458,-6.945013501879224,7.62562143697941;5.1830011458386505,2.6626188378988123,-66.20126369895931;-2.8509330129923556,0.6743029975964053,-108.07039611701217;-0.7337443670431648,2.147859535318589,-71.96588895554387;-0.3118491171277974,9.318688071033883,-68.45700561204227;-1.4034424369981828,0.6489028287581329,-104.69026898835716;-10.094863903366875,3.444666072994444,-66.71637799523975;-4.927212223636083,14.058067206579658,-70.59760085791794;-5.070425506537365,1.9509458308505339,-104.9000856740742;-4.625330413065891,-0.5131931251232762,-69.60781179891538;-23.309600830078125,17.705230712890625,-5.847499847412109;8.113771356638495,1.8386842898763325,-64.73182138524615;-6.996790228375791,7.729151187451778,-95.88763399316124;-2.3620245259707926,-3.9584977258102674,-68.9129260130374;
32.69819995481857,-60.84497791102796,-5.5907765225822255;31.509821265847044,11.092875332890149,-7.4678712579723925;-9.636020794884095,8.136297637175572,1.01582977020969;10.1725855212351,-6.935795466237838,8.390178738477786;5.086400843354575,2.646167586680166,-60.43475832052512;-2.850113196096528,0.6772264421047328,-106.56482560993874;-0.7407006067113013,2.168188332682253,-70.94878274015323;-0.3301224411465441,9.196424631202216,-63.60989007315048;-1.4040056552499087,0.6463461441901889,-103.42744416124184;-10.070922605202984,3.389821328484689,-66.09940176104195;-4.9330482370678554,14.276980590343786,-65.68760315898572;-5.078226724685414,1.9180912095972698,-103.384192951973;-4.606081425747692,-0.5633595911914255,-68.90017526101803;-23.309600830078125,17.705230712890625,-5.847499847412109;8.21420787206101,2.861705716936295,-60.67121149965614;-6.998649523604618,7.702522176368303,-95.29423556808152;-2.3587132076501205,-3.9667089332244703,-68.71761489555874;
28.856355772492964,-60.80668667406874,4.578512588295928;30.367681395001284,-1.8528345931342,-14.145231380864097;-8.541303879836358,7.998761109229403,-15.15999036157341;11.045545416130254,-6.717102989273162,19.182232739132107;3.424392936453687,1.6016048338814017,0.19129022834383935;-2.931331938606802,0.8221863537172581,-14.794005392919859;-1.5061867386189816,2.9235239173403365,-18.259878817501388;-0.7614571961551949,5.7808046371244055,-1.6498639809821274;-1.3059410509940879,0.5006996515651503,-8.61837882797554;-6.463665452374269,0.259694242124753,-15.214846748859742;-5.472674391873597,12.607699519427056,-4.29903711282337;-4.066728566815011,0.3629806311404334,-10.333727185593126;-1.8216671780397455,-3.165029573642634,-17.12490462689336;-23.309600830078125,17.705230712890625,-5.847499847412109;11.105237851578579,16.072503793732466,16.71918504414576;-5.3095705969734155,5.027991766609248,-19.84704146796916;-1.106548688598017,-5.350796643460896,-26.99047868026318;
30.649629785615264,-60.724269639291684,-0.11522223337859394;30.64834539131206,0.2842436290489996,-13.060253317478692;-8.931911560980215,8.08459414793014,-9.321056343187184;11.165467921156404,-6.673742412440041,20.711162493331692;3.557859230300968,1.3935474390949332,-4.449231750344236;-2.944300362318931,0.8248436541714997,-8.208417140202014;-1.6627229003480217,2.963767487599974,-10.608445303917815;-0.7977415192233119,4.704025811427977,-3.8224461195303228;-1.2962081335731457,0.49960240652204835,-3.8745631592300107;-6.022626844354641,0.15864509314502262,-10.560594640426466;-5.51036444073307,12.21300596087821,-2.789849735915027;-3.9596813183565818,0.34783686161185057,-5.456564924918737;-1.5305574425934978,-3.243553349995145,-13.171242793232967;-23.309600830078125,17.705230712890625,-5.847499847412109;11.08060264144352,13.330311751600817,13.919810911664895;-4.890997286620962,4.915029671765748,-10.20979708653732;-0.8357353378914858,-5.469981595171919,-20.52151758213873;
30.95810483943812,-60.72759522228627,-0.930651043416427;30.51847636835278,-0.7405225645556346,-13.58168414580324;-8.92777622531521,8.083908033093353,-9.381804143842963;11.164344507454299,-6.674039430853267,20.696649693966243;3.6279861908272215,1.4105570710001476,-6.661219637102707;-2.947422219990731,0.8252541191821934,-6.6437761578308425;-1.7500535633279233,2.976900329519456,-6.429355310382009;-0.7821452711355472,4.759249850816968,-6.2327547933393;-1.2952207358902867,0.4995407711197299,-3.4016746276092675;-5.694397056782494,0.10704247946957612,-7.144829883050647;-5.438387884121965,13.028135303215526,-5.206985737310108;-3.9872682676756046,0.35083394974174453,-6.709980214776467;-1.4249737117768142,-3.2669558666049126,-11.753721049447073;-23.309600830078125,17.705230712890625,-5.847499847412109;10.91361834579561,12.966105563737433,10.109266946928567;-4.7643132921452045,4.895300745934051,-7.36657119412337;-0.6921626943297382,-5.519108326774494,-17.20376056504487;
31.42448583446788,-60.742534873118124,-2.169035279688501;30.635196778273656,0.17699630389222776,-13.11492927946891;-8.960149954311632,8.089160681606158,-8.903423457388232;11.1779107894477,-6.668688322392682,20.870932952824504;3.6603749398933942,1.649273639422395,-7.270974415637446;-2.9463947804254285,0.8251248528184236,-7.167035642270264;-1.7997130903891194,2.9814650344018925,-4.072474186504625;-0.7402050589803715,5.53425285717913,-7.59872962113498;-1.297102571996737,0.49967435886240824,-4.335991004938872;-5.504341136864069,0.08635315878650052,-5.180810457090251;-5.274909681774696,15.305679472296875,-6.9387223480574285;-3.9638974555600854,0.348362289753363,-5.660197346901333;-1.2378820555847918,-3.301701973788332,-9.260083596976795;-23.309600830078125,17.705230712890625,-5.847499847412109;10.857342750654205,11.974599789814931,8.254978850145088;-4.727738814021406,4.890880533233942,-6.5505708037317705;-0.6339721791865767,-5.536404481181673,-15.878471029630628;
